Date,Symbol,Security Name,Open,High,Low,Close,Volume,Open Interest,Delivery Month
2022-10-24,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,937,939.25,917.5,924,26503,158973,202212
2022-10-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,924,929,910,920.5,29638,158382,202212
2022-10-26,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,920.5,932.25,909,926.75,26288,158722,202212
2022-10-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,927,941.75,915.5,918.25,30440,158093,202212
2022-10-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,920,920.5,901.25,911,26705,158977,202212
2022-10-31,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,948,968.5,936,964.75,67750,158598,202212
2022-11-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,965,977,946.75,976,46797,160095,202212
2022-11-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,971.25,976.25,922,926.25,49409,158858,202212
2022-11-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,927.75,935.5,911.25,927.25,34244,157668,202212
2022-11-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,929.75,944.5,925,939.25,29165,156866,202212
2022-11-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,939.5,957.75,926.25,943.25,53974,157510,202212
2022-11-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,944.5,957,928.75,931.75,49563,155333,202212
2022-11-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,933,937.25,914.75,916,55953,155837,202212
2022-11-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,918.75,923.75,903,911.25,56241,156892,202212
2022-11-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,911,931.75,908.75,929.5,47192,158999,202212
2022-11-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,933.75,951.75,928.75,942.25,45097,157331,202212
2022-11-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,942,960.75,930.5,949,69037,155780,202212
2022-11-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,950.25,950.75,927.5,941.5,39770,153411,202212
2022-11-17,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,941,941.5,919,924,40734,151171,202212
2022-11-18,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,924,928.25,915,920.25,41512,151285,202212
2022-11-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,920.75,928,909.5,920.25,33573,148937,202212
2022-11-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,919,925,910.25,911.5,30539,147905,202212
2022-11-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,912,920,897,916.25,39389,145515,202212
2022-11-25,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,916,924.75,905.75,908,18944,144757,202212
2022-11-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,907.5,910.75,884.25,890.75,39753,142165,202212
2022-11-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,889.25,901.25,882.25,887,29875,142738,202212
2022-11-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,889,905,888.25,899.75,22954,143450,202303
2022-12-01,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,898.25,900,881.75,890.25,24606,144317,202303
2022-12-02,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,888,889.5,860.25,870.75,41542,146447,202303
2022-12-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,875.25,877.75,840.75,841.75,36889,145391,202303
2022-12-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,843.25,845.25,821.75,830,31673,146353,202303
2022-12-07,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,832,853.5,828.75,848.75,29296,149010,202303
2022-12-08,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,849.5,852,831.25,844.75,22488,149344,202303
2022-12-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,847,850.75,828.75,833,21152,150582,202303
2022-12-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,838.75,863.5,837.5,862.25,34236,151860,202303
2022-12-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,862.25,879.25,862.25,865.25,23426,151174,202303
2022-12-14,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,862.25,866,840.5,850.25,22211,151572,202303
2022-12-15,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,850,866.75,844,860.5,22340,152606,202303
2022-12-16,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,858.5,864.25,843,844,20967,152812,202303
2022-12-19,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,845,849,830.75,843.5,24846,152857,202303
2022-12-20,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,845.5,859.5,842.75,847,20554,151177,202303
2022-12-21,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,846.75,866.75,844.25,864,22320,150682,202303
2022-12-22,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,862,873,861,866,16908,150821,202303
2022-12-23,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,865.25,877.5,863.25,874.75,13210,149544,202303
2022-12-27,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,878.75,894.75,868.75,879.25,13604,149652,202303
2022-12-28,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,880,891.75,875.5,882.25,17678,149953,202303
2022-12-29,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,881.75,884,861,866.5,15929,150329,202303
2022-12-30,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,866.75,894,864.75,888,22183,152655,202303
2023-01-03,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,880.25,888,862,869.25,25401,152061,202303
2023-01-04,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,872,872.75,836.5,840.75,32347,152640,202303
2023-01-05,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,841.75,849.25,832.5,839.75,25282,153293,202303
2023-01-06,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,841,846,830.5,832,24278,156169,202303
2023-01-09,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,835.25,842.75,827,828.5,36079,159051,202303
2023-01-10,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,828,828.5,803.25,811.75,55678,163353,202303
2023-01-11,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,810.75,823,805.25,822.25,36386,165131,202303
2023-01-12,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,823.5,839,810.5,835,50690,164576,202303
2023-01-13,&KE_CCB,KC HRW Wheat Continuous Contract Backadjusted,832.25,847,832.25,843.75,33599,0,202303
