Date,Symbol,Security Name,Open,High,Low,Close,Volume,Open Interest,Delivery Month
2022-09-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,932.5,936.75,899.75,904.25,84239,290600,202212
2022-09-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,900.75,914.5,878,881.75,67892,287955,202212
2022-09-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,881.25,918.25,880.75,895.25,74800,290771,202212
2022-09-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,898,928.75,885.75,927,76636,295898,202212
2022-09-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,926.25,938.25,911.5,920,64981,293290,202212
2022-09-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,923.5,969.5,916.5,945.25,126770,295483,202212
2022-10-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,953.75,962.5,932.25,935.75,90858,295082,202212
2022-10-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,940,950.75,921.25,926.75,87344,291614,202212
2022-10-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,927,943.5,918,925.75,66536,291740,202212
2022-10-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,929.5,931.5,897,902.75,79038,294791,202212
2022-10-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,907,920.5,896.25,904,68112,298218,202212
2022-10-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,919,973.5,915.25,961.75,135141,303009,202212
2022-10-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,957.75,960.5,921.75,924.75,110866,307901,202212
2022-10-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,925.75,927.5,900,906,81689,308515,202212
2022-10-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,907.5,930,886.75,916,98506,309813,202212
2022-10-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,918,922.5,881,883.5,77508,310211,202212
2022-10-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,883.75,901.5,879,884.75,74408,307137,202212
2022-10-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,885.75,889.75,856.5,873.25,79531,309429,202212
2022-10-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,870.75,886.5,859.25,865,68042,309477,202212
2022-10-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,868.25,879.5,860.5,873,75050,313929,202212
2022-10-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,874,886.75,856.75,874.5,66219,313454,202212
2022-10-24,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,877.5,880.25,857.25,862.5,63618,316858,202212
2022-10-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,863.75,868.5,850.5,858.5,80644,324137,202212
2022-10-26,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,860,870.25,847.75,864.25,69324,324517,202212
2022-10-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,867.25,881.75,857.25,862.25,71600,328840,202212
2022-10-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,863.5,864,846.25,853,62799,332745,202212
2022-10-31,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,908.25,917,877.5,906,190594,329100,202212
2022-11-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,902.25,927.75,891.5,926.25,139004,333061,202212
2022-11-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,922.25,925.75,861.5,869.75,168597,338875,202212
2022-11-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,868.5,872.75,851.5,864.25,92629,341473,202212
2022-11-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,865.75,879.25,857.75,871.5,92561,343945,202212
2022-11-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,874.75,887.5,857.75,869.5,164223,348911,202212
2022-11-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,871.5,878.75,848.5,851.5,145726,350843,202212
2022-11-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,853,857.75,829,830.25,199855,353004,202212
2022-11-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,830.5,839.5,819.25,827.25,170152,354292,202212
2022-11-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,828,843.25,823.25,837.5,159055,355500,202212
2022-11-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,836.75,852.5,828.5,842.25,101124,349244,202212
2022-11-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,842.25,866.75,823,852,174526,350091,202212
2022-11-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,853.25,853.5,825.25,841.25,111598,344619,202212
2022-11-17,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,842,842,817.5,830.5,98832,345869,202212
2022-11-18,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,830.5,840.25,824,827,89912,348413,202212
2022-11-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,829,832.5,809.75,823,91020,351381,202212
2022-11-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,822.75,830.5,813.75,815.25,79675,352395,202212
2022-11-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,815.5,821.25,805,817.25,85874,349435,202212
2022-11-25,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,814.5,823.5,794.75,799.25,69137,334254,202212
2022-11-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,795,798,774,780.5,148325,317611,202212
2022-11-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,779.25,792.75,777.5,781.5,88566,310667,202212
2022-11-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,784,799.25,781.5,795.5,73246,312768,202303
2022-12-01,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,795.25,797.25,780.5,783,71484,317767,202303
2022-12-02,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,782,783,755.75,761,83853,322759,202303
2022-12-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,763.25,768,734,739,79386,328263,202303
2022-12-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,739,743.5,723.5,729,86540,334760,202303
2022-12-07,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,732.25,756.25,726.25,749.5,79854,334456,202303
2022-12-08,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,749.5,755.5,737.5,746.25,58612,334472,202303
2022-12-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,749.75,752.5,730.75,734.25,53860,336992,202303
2022-12-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,741.75,760,738.25,754.75,77597,334509,202303
2022-12-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,756.5,769.25,749.75,750.75,84623,335354,202303
2022-12-14,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,750,751.75,737.75,749.25,62995,336312,202303
2022-12-15,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,749.75,767,745,757.25,76078,334774,202303
2022-12-16,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,758.25,764.25,750.75,753.5,56167,333748,202303
2022-12-19,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,755,759.75,738.75,748.5,66066,331211,202303
2022-12-20,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,747.25,761.5,744.75,750.5,63116,332182,202303
2022-12-21,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,750,774.5,748.75,767.75,82629,331760,202303
2022-12-22,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,766.75,777,758,762.25,54357,335382,202303
2022-12-23,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,762,778,758,776,39693,333743,202303
2022-12-27,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,781.25,784.5,769,774.5,38633,331562,202303
2022-12-28,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,774.5,787.5,770.75,785.5,50939,333465,202303
2022-12-29,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,785,786.5,765.5,774,51296,336015,202303
2022-12-30,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,775.5,799,771.5,792,53693,333740,202303
2023-01-03,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,786,794.5,769.75,775.5,76978,331577,202303
2023-01-04,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,780.5,780.5,744.25,745.5,82032,333570,202303
2023-01-05,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,746,752,736,746.75,60450,334222,202303
2023-01-06,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,748.5,756.75,742.5,743.5,44774,333163,202303
2023-01-09,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,748,758,740.25,741.5,73485,332381,202303
2023-01-10,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,741.25,742.5,720.5,731,94856,334538,202303
2023-01-11,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,730.25,742.25,724.5,740,66838,337190,202303
2023-01-12,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,739,747.25,723,742.75,115806,341478,202303
2023-01-13,&ZW_CCB,Chicago SRW Wheat Continuous Contract Backadjusted,743.5,748.5,737.25,743.75,71951,0,202303
